UserID,total_courses,avg_rating,total_spent,diversity_score,avg_level,preferred_category,UserName,Age,Gender,Email,cluster
U00038,1,3.93,0.0,1,2.0,Cybersecurity,williamselizabeth,35,Male,kpham@gmail.com,1
U00039,1,1.23,346.71,1,3.0,Project Management,blackdanielle,16,Female,michaelfrederick@yahoo.com,0
U00040,1,3.85,0.0,1,1.0,Programming,briannamurphy,15,Male,ohobbs@gmail.com,3
U00041,2,3.5650000000000004,326.02,2,1.5,Business,april65,19,Female,imccarthy@yahoo.com,3
U00042,1,2.68,89.59,1,2.0,Artificial Intelligence,christopher62,32,Male,patrickterrance@outlook.com,1
U00043,1,1.51,327.99,1,1.0,Project Management,tommy21,31,Male,gordonhenry@hotmail.com,1
U00044,1,3.74,299.57,1,1.0,Data Science,rileyapril,19,Male,wagnermichael@hotmail.com,3
U00045,14,3.375,1209.79,9,1.7857142857142858,Project Management,rodneystevens,23,Female,mitchellwilliam@yahoo.com,2
U00046,2,1.325,0.0,2,2.0,Design,usimpson,29,Female,hmarquez@hotmail.com,0
U00047,1,3.6,0.0,1,2.0,Data Science,westbrian,34,Male,lclark@outlook.com,1
U00048,13,3.329230769230769,356.89,9,1.8461538461538465,Design,willie71,19,Male,zgarza@hotmail.com,2
U00049,1,3.45,0.0,1,2.0,Project Management,nclark,32,Male,thomaskenneth@gmail.com,1
U00050,1,2.61,0.0,1,3.0,Design,rewing,33,Male,syoung@gmail.com,0
U00051,1,4.51,0.0,1,1.0,Design,crystal12,32,Female,bonnie35@gmail.com,1
U00052,1,3.89,0.78,1,3.0,Machine Learning,daniel48,25,Female,tweber@gmail.com,0
U00053,1,2.47,53.86,1,1.0,Finance,tara07,34,Female,bergertimothy@hotmail.com,1
U00054,1,4.55,490.9,1,1.0,Artificial Intelligence,jessicaparker,22,Female,rosslindsey@hotmail.com,3
U00055,16,3.055625,1448.25,9,2.375,Design,hallandrea,31,Female,michelle73@gmail.com,2
U00056,2,2.745,0.0,2,2.0,Design,vcrawford,22,Female,markfinley@gmail.com,3
U00057,1,3.64,487.92,1,3.0,Business,thomasrobin,18,Male,cedwards@yahoo.com,0
U00058,1,2.57,117.68,1,3.0,Data Science,egomez,30,Female,jimmymurphy@outlook.com,0
U00059,1,4.51,0.0,1,1.0,Design,elizabeth16,32,Male,andersonmadison@gmail.com,1
U00060,4,3.515,53.86,3,1.25,Finance,albert28,26,Male,stephanie43@yahoo.com,1
U00061,1,1.91,0.0,1,2.0,Cybersecurity,vincent12,32,Female,yscott@outlook.com,0
U00062,1,3.85,0.0,1,1.0,Programming,howenathaniel,28,Female,tbrown@yahoo.com,1
U00063,2,3.31,299.57,2,1.0,Data Science,lisawong,34,Female,denise33@outlook.com,1
U00064,1,2.72,276.37,1,3.0,Design,donnabarker,33,Female,gellis@yahoo.com,0
U00065,1,2.67,0.0,1,3.0,Web Development,michaelcurtis,29,Male,brownrobert@hotmail.com,0
U00066,1,1.51,327.99,1,1.0,Project Management,wwest,26,Female,gomezkatherine@gmail.com,3
U00067,1,2.75,119.04,1,2.0,Finance,jessica24,28,Female,gardnerjohnny@hotmail.com,1
U00068,1,3.45,0.0,1,2.0,Project Management,marshmichelle,32,Male,mcoleman@outlook.com,1
U00069,2,3.67,0.0,2,2.5,Design,gainesandrew,27,Female,woodashley@outlook.com,0
U00070,2,4.69,0.0,2,2.0,Digital Marketing,mgonzales,25,Female,vwang@gmail.com,1
U00071,14,2.777857142857143,641.94,8,1.7857142857142858,Programming,kevin94,30,Female,gonzalezchristine@hotmail.com,2
U00072,1,2.69,326.02,1,2.0,Business,hallanthony,17,Female,sharon51@hotmail.com,3
U00073,1,3.89,0.78,1,3.0,Machine Learning,katie83,16,Male,lydia56@gmail.com,0
U00074,3,3.523333333333333,963.18,2,1.0,Programming,nunezapril,19,Male,hancocksteven@hotmail.com,3
U00075,1,4.45,0.0,1,3.0,Design,hfarley,22,Male,torresshawn@hotmail.com,0
U00076,4,3.095,472.28,4,1.5,Business,justinwatkins,34,Male,amyanderson@hotmail.com,1
U00077,1,4.11,0.0,1,2.0,Marketing,shannon49,20,Male,shane75@yahoo.com,3
U00078,1,4.11,0.0,1,2.0,Marketing,ahouston,32,Female,ashleywalker@outlook.com,1
U00079,1,4.94,0.0,1,1.0,Cybersecurity,aburke,28,Male,stoutdylan@outlook.com,1
U00080,1,2.88,0.0,1,1.0,Programming,mortonandrew,35,Female,cindycox@yahoo.com,1
U00081,1,1.52,0.0,1,3.0,Design,smithdanny,18,Female,martinrhonda@yahoo.com,0
U00082,1,4.68,0.0,1,1.0,Project Management,susankidd,31,Male,jasonhicks@yahoo.com,1
U00083,15,2.9953333333333334,1661.3,9,2.0,Artificial Intelligence,james92,16,Male,kconrad@gmail.com,2
U00084,1,1.51,327.99,1,1.0,Project Management,xperez,20,Male,ericafrank@yahoo.com,3
U00085,13,2.9084615384615384,1149.12,7,1.6923076923076923,Cybersecurity,scottluna,22,Female,adam86@yahoo.com,2
U00086,4,2.47,53.86,4,2.25,Business,nicole62,27,Female,anewton@yahoo.com,0
U00087,3,4.506666666666667,0.0,3,1.6666666666666667,Machine Learning,sjoseph,19,Female,jacqueline74@yahoo.com,3
U00088,1,3.64,0.0,1,1.0,Artificial Intelligence,tgarcia,23,Male,debrawilson@yahoo.com,3
U00089,1,4.73,0.0,1,2.0,Machine Learning,austinspears,30,Male,browningjennifer@hotmail.com,1
U00090,1,3.45,0.0,1,2.0,Project Management,sethchavez,34,Male,teresa45@outlook.com,1
U00091,1,4.14,0.0,1,1.0,Finance,joseph88,35,Male,owenspatricia@gmail.com,1
U00092,4,2.7175,594.81,4,2.0,Artificial Intelligence,carl44,31,Male,sabrina47@yahoo.com,1
U00093,1,1.96,285.05,1,1.0,Business,sextonelizabeth,16,Male,thomas52@gmail.com,3
U00094,1,3.74,299.57,1,1.0,Data Science,qtaylor,27,Male,vasquezdavid@yahoo.com,1
U00095,1,1.2,248.1,1,1.0,Artificial Intelligence,ojohnson,20,Male,chloe04@yahoo.com,3
U00096,4,2.58,0.0,3,1.5,Machine Learning,wesley99,34,Female,xdavis@hotmail.com,1
U00097,2,2.095,0.0,2,3.0,Cybersecurity,donnawilliams,25,Male,guzmanchristine@gmail.com,0
U00098,1,4.45,0.0,1,3.0,Design,sarah43,31,Male,natasha16@yahoo.com,1
U00099,1,3.74,299.57,1,1.0,Data Science,wharrison,29,Female,robertsshawn@yahoo.com,1
U00100,1,2.14,0.0,1,1.0,Digital Marketing,swallace,32,Female,douglascampbell@outlook.com,1
U00101,1,2.68,89.59,1,2.0,Artificial Intelligence,rosejames,15,Female,wilcoxrita@yahoo.com,3
U00102,1,3.74,299.57,1,1.0,Data Science,vweiss,32,Male,cherylking@yahoo.com,1
U00103,1,2.0,0.0,1,3.0,Business,felicia29,30,Female,ssims@hotmail.com,0
U00104,1,2.47,53.86,1,1.0,Finance,diazsara,19,Male,mosschad@yahoo.com,3
U00105,1,3.74,299.57,1,1.0,Data Science,smithjacqueline,27,Male,robinfranklin@outlook.com,1
U00106,2,3.4400000000000004,57.32,2,2.0,Digital Marketing,sharonmurphy,19,Male,cathy60@yahoo.com,3
U00107,1,3.85,0.0,1,1.0,Programming,hayley84,18,Female,wwood@hotmail.com,3
U00108,2,2.965,0.0,2,2.0,Design,jowen,32,Male,jasonjordan@yahoo.com,1
U00109,14,3.157857142857143,869.77,10,1.6428571428571428,Data Science,amyschmidt,15,Female,alicia06@yahoo.com,2
U00110,1,3.64,487.92,1,3.0,Business,thorntondaniel,26,Female,kellywilson@hotmail.com,0
U00111,1,2.14,0.0,1,1.0,Digital Marketing,cynthia90,24,Male,kayla61@outlook.com,3
U00112,14,3.165714285714286,565.8,9,2.0,Data Science,williamswilliam,34,Female,qmiller@yahoo.com,2
U00113,1,1.23,346.71,1,3.0,Project Management,becky55,19,Male,lclark@hotmail.com,0
U00114,1,2.38,0.0,1,3.0,Cybersecurity,lvasquez,22,Female,markwilliams@hotmail.com,0
U00115,1,1.73,0.0,1,2.0,Machine Learning,mitchellswanson,32,Female,danielmathews@hotmail.com,0
U00116,1,1.52,0.0,1,3.0,Design,schultzaustin,31,Male,psmith@outlook.com,0
U00117,13,3.373076923076923,1885.87,9,1.7692307692307692,Cybersecurity,kristin26,19,Female,megan10@gmail.com,2
U00118,1,2.0,0.0,1,3.0,Business,morankevin,28,Female,marquezwilliam@hotmail.com,0
U00119,1,4.74,57.32,1,3.0,Web Development,phillipsrobert,28,Male,wlee@yahoo.com,0
U00120,2,3.215,415.51,2,1.5,Artificial Intelligence,faguilar,15,Male,ashley54@gmail.com,3
U00121,2,2.7,328.77,2,2.0,Machine Learning,htanner,27,Female,donaldbrennan@hotmail.com,0
U00122,2,2.895,0.0,2,1.5,Digital Marketing,derekgreer,21,Female,elizabeth42@gmail.com,3
U00123,2,4.24,356.89,2,2.0,Data Science,richardsonjames,18,Female,dillonleslie@outlook.com,3
U00124,2,2.175,460.49,2,2.0,Artificial Intelligence,christinagilbert,19,Female,brendanaustin@yahoo.com,3
U00125,2,2.25,326.02,2,2.5,Business,michelle70,35,Female,simsbruce@yahoo.com,0
U00126,14,3.457142857142857,1084.57,7,1.7857142857142858,Digital Marketing,zhall,23,Female,juliecervantes@yahoo.com,2
U00127,3,3.846666666666667,903.43,3,2.6666666666666665,Artificial Intelligence,brian60,34,Female,annablair@hotmail.com,1
U00128,13,3.106923076923077,1813.65,8,1.9230769230769231,Artificial Intelligence,misty15,35,Female,thomasharris@yahoo.com,2
U00129,2,3.885,415.51,2,2.0,Artificial Intelligence,sabrinawilson,19,Male,alvaradokevin@gmail.com,3
U00130,1,1.2,248.1,1,1.0,Artificial Intelligence,eherring,17,Male,joshua83@yahoo.com,3
U00131,1,3.15,0.0,1,3.0,Business,chelsea48,19,Male,stephaniedougherty@gmail.com,0
U00132,1,1.13,0.0,1,1.0,Machine Learning,kathysharp,22,Male,sean85@yahoo.com,3
U00133,14,2.830714285714286,828.33,9,1.9285714285714288,Marketing,mccarthyscott,21,Male,raymondthomas@gmail.com,2
U00134,14,3.3528571428571428,1438.21,8,2.142857142857143,Finance,syoung,26,Female,kroy@gmail.com,2
U00135,1,3.02,0.0,1,2.0,Data Science,josephmichael,17,Female,clarknicholas@gmail.com,3
U00136,1,3.15,0.0,1,3.0,Business,millerleslie,25,Female,william31@gmail.com,0
U00137,2,3.705,460.29,2,2.5,Data Science,lawrencesanchez,15,Female,donaldtaylor@outlook.com,3
U00138,2,1.87,0.0,2,2.0,Design,sarafuentes,26,Male,ugonzales@gmail.com,0
U00139,4,1.8275,248.1,4,2.0,Artificial Intelligence,qharrell,16,Female,daniel87@yahoo.com,3
U00140,2,3.5650000000000004,53.86,2,1.5,Digital Marketing,william81,24,Female,ewalker@hotmail.com,3
U00141,1,2.88,0.0,1,1.0,Programming,jenkinswilliam,20,Male,nicolerodriguez@gmail.com,3
U00142,1,4.74,472.28,1,1.0,Programming,brian08,17,Female,stephenhenry@gmail.com,3
U00143,2,4.415,177.34,2,2.0,Cybersecurity,sherri37,26,Male,lopezbrian@outlook.com,1
U00144,13,3.173076923076923,953.67,7,2.230769230769231,Finance,rodgerspaul,24,Female,amy66@hotmail.com,2
U00145,1,4.94,0.0,1,1.0,Cybersecurity,shawnbrown,23,Female,amandasingh@yahoo.com,1
U00146,1,4.44,0.0,1,1.0,Digital Marketing,ihernandez,30,Female,rgarcia@outlook.com,1
U00147,12,3.0775,1195.68,9,1.8333333333333333,Data Science,patricklaura,30,Male,barbarapatterson@yahoo.com,2
U00148,1,3.02,0.0,1,2.0,Data Science,andersenmichael,35,Female,rsmith@outlook.com,1
U00149,10,3.303,906.41,8,2.1,Artificial Intelligence,jacksonanthony,17,Female,yspencer@gmail.com,2
U00150,2,3.245,0.0,2,2.5,Cybersecurity,nsmith,25,Male,zjefferson@gmail.com,0
U00151,1,4.44,0.0,1,1.0,Digital Marketing,johnjohnson,16,Female,heathrodney@hotmail.com,3
U00152,12,3.296666666666667,1368.9199999999998,9,1.6666666666666667,Cybersecurity,hhill,19,Female,keith03@outlook.com,2
U00153,2,2.575,37.89,2,2.0,Programming,scottgilbert,35,Male,sextondillon@yahoo.com,1
U00154,1,1.2,248.1,1,1.0,Artificial Intelligence,jessicabailey,29,Male,colleen99@outlook.com,3
U00155,2,3.71,0.0,2,1.5,Finance,browningstephanie,27,Male,cindy51@gmail.com,1
U00156,1,1.59,0.0,1,3.0,Finance,phill,17,Male,natalie68@outlook.com,0
U00157,2,2.53,212.39,2,2.5,Cybersecurity,derek60,32,Female,dhall@hotmail.com,0
U00158,1,1.28,0.0,1,1.0,Programming,nicholas56,35,Female,lisa06@yahoo.com,1
U00159,2,2.1,53.86,2,1.5,Finance,rodriguezraymond,16,Male,richardsonwilliam@yahoo.com,3
U00160,1,1.51,327.99,1,1.0,Project Management,kingspencer,28,Female,gillvalerie@yahoo.com,3
U00161,11,2.8972727272727274,605.6,7,2.1818181818181817,Business,lawrence17,25,Female,tstone@outlook.com,2
U00162,1,1.59,0.0,1,3.0,Finance,charlesayala,26,Male,kmyers@gmail.com,0
U00163,1,3.45,0.0,1,2.0,Project Management,clinejacqueline,32,Female,johnsonshelly@hotmail.com,1
U00164,2,3.2700000000000005,0.0,1,2.5,Machine Learning,james63,32,Male,jessica46@outlook.com,1
U00165,4,2.995,419.82,4,2.0,Artificial Intelligence,wcarroll,30,Male,angela19@hotmail.com,1
U00166,15,3.1886666666666668,248.88,9,1.9333333333333331,Machine Learning,campbellkelsey,33,Male,hinesjoshua@gmail.com,2
U00167,1,4.94,0.0,1,1.0,Cybersecurity,rogersjohn,31,Female,jonathan94@hotmail.com,1
U00168,1,2.69,326.02,1,2.0,Business,gillespiekimberly,24,Female,michael38@outlook.com,3
U00169,13,2.636923076923077,567.16,11,2.076923076923077,Design,vasquezjohn,24,Male,youngmaurice@yahoo.com,2
U00170,3,2.72,0.0,3,1.0,Programming,millerdavid,34,Female,mark06@hotmail.com,1
U00171,2,4.065,0.0,1,1.5,Project Management,egardner,24,Male,obrienmolly@outlook.com,1
U00172,1,4.73,0.0,1,2.0,Machine Learning,nglass,35,Female,charleshernandez@hotmail.com,1
U00173,14,3.1978571428571425,1094.82,10,1.7142857142857142,Artificial Intelligence,fernando38,31,Male,patriciagarcia@gmail.com,2
U00174,1,3.15,212.39,1,3.0,Digital Marketing,michelle60,29,Male,sgriffith@yahoo.com,0
U00175,2,2.915,490.9,2,1.0,Artificial Intelligence,xlambert,32,Female,leonardlisa@gmail.com,1
U00176,1,4.68,0.0,1,1.0,Project Management,gary81,34,Male,jameshartman@hotmail.com,1
U00177,14,3.023571428571429,1526.54,9,1.7142857142857142,Finance,torreschristine,29,Female,adriana95@yahoo.com,2
U00178,14,3.54,236.72000000000003,10,1.9285714285714288,Data Science,gonzaleslisa,20,Male,robertspencer@outlook.com,2
U00179,2,2.685,487.92,2,2.5,Business,mariaavila,34,Male,tpineda@outlook.com,0
U00180,1,4.73,0.0,1,2.0,Machine Learning,xglenn,26,Female,bruce16@hotmail.com,1
U00181,1,3.74,299.57,1,1.0,Data Science,stephanie98,32,Female,angela26@yahoo.com,1
U00182,1,4.1,0.0,1,2.0,Finance,nancyibarra,28,Female,rmadden@gmail.com,1
U00183,1,4.73,0.0,1,2.0,Machine Learning,christopherhall,33,Male,virginia17@outlook.com,1
U00184,1,2.38,0.0,1,3.0,Cybersecurity,kroth,28,Male,nrhodes@hotmail.com,0
U00185,1,4.74,57.32,1,3.0,Web Development,jwalls,27,Male,carrillomichael@outlook.com,0
U00186,2,3.0700000000000003,326.02,2,2.0,Business,alexbrown,28,Female,nortonlisa@outlook.com,1
U00187,1,4.74,472.28,1,1.0,Programming,taylor05,18,Male,staceygiles@hotmail.com,3
U00188,1,1.52,0.0,1,3.0,Design,robertsedward,18,Male,wschmidt@gmail.com,0
U00189,1,1.59,0.0,1,3.0,Finance,latoya45,18,Male,normangabriela@hotmail.com,0
U00190,1,3.64,487.92,1,3.0,Business,hroberts,25,Female,hcabrera@yahoo.com,0
U00191,12,3.955833333333333,2258.7,8,1.8333333333333333,Project Management,foleypaul,34,Male,jeremycole@gmail.com,2
U00192,14,3.440714285714286,680.0699999999999,9,1.7857142857142858,Web Development,nathanieldorsey,17,Male,briannarichardson@yahoo.com,2
U00193,1,4.79,0.0,1,3.0,Marketing,stevenjames,33,Male,carriedrake@yahoo.com,1
U00194,1,3.02,0.0,1,2.0,Data Science,carolynpage,35,Male,jacksonandrew@outlook.com,1
U00195,1,1.23,346.71,1,3.0,Project Management,stewartlisa,15,Male,powens@outlook.com,0
U00196,1,1.35,394.26,1,2.0,Cybersecurity,susan34,23,Female,alexandragreen@outlook.com,0
U00197,1,3.6,0.0,1,2.0,Data Science,parksderek,35,Female,michaelwallace@hotmail.com,1
U00198,12,3.2741666666666664,1242.34,7,1.75,Finance,brian71,30,Female,lewismargaret@hotmail.com,2
U00199,1,2.43,0.0,1,2.0,Programming,millerstephanie,24,Female,davisjeremy@gmail.com,0
U00200,4,3.4650000000000003,269.71,3,3.0,Design,ronald67,32,Male,bobbymurphy@outlook.com,0
U00201,3,2.676666666666667,691.88,3,2.0,Artificial Intelligence,yalvarado,16,Male,orosales@gmail.com,3
U00202,1,3.85,0.0,1,1.0,Programming,awilson,28,Female,harrisrichard@yahoo.com,1
U00203,2,3.005,326.02,2,1.5,Business,samantha00,25,Female,ybyrd@yahoo.com,3
U00204,1,1.59,0.0,1,3.0,Finance,loribates,28,Female,robertmitchell@gmail.com,0
U00205,1,4.84,342.61,1,2.0,Project Management,christinecampbell,32,Male,markmahoney@outlook.com,1
U00206,1,2.68,89.59,1,2.0,Artificial Intelligence,lisa94,19,Female,morriscindy@outlook.com,3
U00207,2,2.585,177.34,2,2.0,Digital Marketing,evelyn98,33,Male,carsonjamie@yahoo.com,1
U00208,15,3.1533333333333338,507.62,10,1.9333333333333331,Data Science,kingrobin,18,Female,jamesholt@yahoo.com,2
U00209,1,3.15,0.0,1,3.0,Business,parkssarah,26,Male,padillakathy@hotmail.com,0
U00210,2,1.515,37.89,2,2.5,Machine Learning,mscott,30,Male,umitchell@hotmail.com,0
U00211,1,4.68,0.0,1,1.0,Project Management,maryspencer,22,Male,amandabrown@gmail.com,3
U00212,2,4.265,0.0,2,1.0,Programming,mike97,30,Female,loriknight@yahoo.com,1
U00213,2,4.23,299.57,2,1.5,Data Science,susan03,15,Male,serranotammy@hotmail.com,3
U00214,1,2.68,89.59,1,2.0,Artificial Intelligence,danielle41,24,Female,annaparker@gmail.com,3
U00215,1,2.69,326.02,1,2.0,Business,sandra29,28,Male,hatfieldmark@hotmail.com,1
U00216,16,3.545625,1405.87,10,1.75,Programming,taylorelizabeth,23,Male,peckamy@outlook.com,2
U00217,1,1.3,37.89,1,3.0,Web Development,garychandler,28,Male,carla25@outlook.com,0
U00218,1,4.72,0.0,1,2.0,Marketing,gregory81,15,Female,lisa37@hotmail.com,3
U00219,1,4.51,0.0,1,1.0,Design,daniellebishop,23,Female,josephlawrence@outlook.com,3
U00220,15,3.6286666666666663,300.35,11,1.7333333333333334,Programming,laura88,20,Male,dlewis@hotmail.com,2
U00221,1,4.45,0.0,1,3.0,Design,lgallagher,27,Male,youngtammy@gmail.com,0
U00222,1,3.89,0.78,1,3.0,Machine Learning,bentonkatrina,28,Male,flowe@outlook.com,0
U00223,1,4.1,0.0,1,2.0,Finance,patricia65,35,Female,yolandaglenn@outlook.com,1
U00224,1,4.55,490.9,1,1.0,Artificial Intelligence,denisebailey,15,Female,devin32@gmail.com,3
U00225,1,4.1,0.0,1,2.0,Finance,sheila72,18,Male,fpark@yahoo.com,3
U00226,1,1.23,346.71,1,3.0,Project Management,marioperez,34,Female,jdougherty@hotmail.com,0
U00227,2,4.305,0.0,2,1.5,Design,victoria90,23,Male,alyssahoward@gmail.com,3
U00228,1,2.57,117.68,1,3.0,Data Science,joshuarangel,18,Male,jaredpeters@yahoo.com,0
U00229,2,2.73,0.0,2,2.0,Data Science,charles00,22,Male,nielsenelizabeth@gmail.com,3
U00230,2,3.595,119.04,2,1.5,Digital Marketing,karen41,17,Female,swansonlisa@hotmail.com,3
U00231,2,3.52,213.17,2,3.0,Digital Marketing,rodgersdaniel,16,Male,richard17@hotmail.com,0
U00232,1,2.38,0.0,1,3.0,Cybersecurity,timothywatkins,26,Female,lisarodriguez@yahoo.com,0
U00233,1,2.75,119.04,1,2.0,Finance,robinsonmichael,32,Male,virginiataylor@outlook.com,1
U00234,2,3.74,326.02,2,2.5,Business,emily05,32,Male,whuynh@outlook.com,1
U00235,3,3.856666666666667,472.28,2,1.6666666666666667,Programming,williamscharles,34,Male,joneschristopher@outlook.com,1
U00236,1,1.35,394.26,1,2.0,Cybersecurity,colin32,25,Female,vmora@yahoo.com,0
U00237,1,3.15,0.0,1,3.0,Business,anthony70,20,Male,meghan00@gmail.com,0
U00238,15,3.1626666666666665,1872.92,10,1.9333333333333331,Business,joshuaescobar,24,Female,isaiahwest@outlook.com,2
U00239,1,4.44,0.0,1,1.0,Digital Marketing,vberg,32,Female,angelagonzalez@outlook.com,1
U00240,2,3.33,0.0,2,2.5,Business,ismith,34,Female,sullivansean@hotmail.com,1
U00241,2,4.2700000000000005,0.0,2,1.5,Cybersecurity,thomascummings,23,Female,brandyjones@yahoo.com,3
U00242,2,3.285,266.93,2,2.5,Artificial Intelligence,wernerjesus,27,Male,joe20@gmail.com,0
U00243,1,3.89,177.34,1,3.0,Digital Marketing,thomastimothy,24,Female,upennington@gmail.com,0
U00244,1,2.72,276.37,1,3.0,Design,josemartinez,28,Male,rebeccalamb@outlook.com,0
U00245,1,4.14,0.0,1,1.0,Finance,twilson,31,Female,kimberly44@gmail.com,1
U00246,1,4.74,472.28,1,1.0,Programming,william30,31,Male,jennifer12@gmail.com,1
U00247,1,2.01,0.0,1,3.0,Marketing,edwardsadam,30,Female,jessicaadams@gmail.com,0
U00248,1,1.59,0.0,1,3.0,Finance,christopher76,17,Male,kaylafuentes@yahoo.com,0
U00249,1,2.88,0.0,1,1.0,Programming,donaldmccoy,35,Female,zparsons@hotmail.com,1
U00250,1,4.84,342.61,1,2.0,Project Management,gregorypierce,21,Male,mark81@hotmail.com,3
U00251,13,3.493846153846154,1310.57,9,1.5384615384615383,Finance,summersjamie,28,Female,daniel37@outlook.com,2
U00252,1,1.52,0.0,1,3.0,Design,millermary,29,Female,jasonnelson@hotmail.com,0
U00253,1,4.66,0.0,1,2.0,Digital Marketing,ymcgrath,19,Male,steven91@gmail.com,3
U00254,1,4.94,0.0,1,1.0,Cybersecurity,yatesadrian,19,Female,josephgraham@hotmail.com,3
U00255,1,1.35,394.26,1,2.0,Cybersecurity,fschmidt,26,Female,zharper@gmail.com,0
U00256,1,4.51,0.0,1,1.0,Design,pearsonannette,35,Female,humphreyjennifer@gmail.com,1
U00257,1,3.45,0.0,1,2.0,Project Management,danielle50,29,Male,jennifer70@outlook.com,1
U00258,1,2.57,117.68,1,3.0,Data Science,marilynbailey,19,Male,paulkeller@gmail.com,0
U00259,1,4.84,342.61,1,2.0,Project Management,jennifershaw,35,Male,christopher75@gmail.com,1
U00260,15,3.1526666666666667,2445.2,9,2.0,Design,heather26,35,Male,denisesmith@yahoo.com,2
U00261,1,1.13,0.0,1,1.0,Machine Learning,darrell83,28,Female,walkerjames@gmail.com,3
U00262,1,1.91,0.0,1,2.0,Cybersecurity,dawnsawyer,24,Male,robertpotter@gmail.com,0
U00263,4,2.8325,0.0,4,2.0,Data Science,chapmanjennifer,15,Male,brucejacqueline@gmail.com,3
U00264,3,3.4599999999999995,0.0,3,2.0,Cybersecurity,mmullen,18,Female,wrightmargaret@outlook.com,3
U00265,14,3.43,2087.85,9,2.0,Digital Marketing,william96,15,Male,kristenmaxwell@hotmail.com,2
